ID,Wiederbeschaffungszeit,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0
18.0,0.0,,,,,,,,,,,,,,
,,19.0,,,,,,,,,,,,,
,,0.0,,,,,,,,,,,,,
,,,19.0,,,,,,,,,,,,
,,,0.0,,,,,,,,,,,,
,,,20.0,,,,,,,,,,,,
,,,0.0,,,,,,,,,,,,
,,,,19.0,,,,,,,,,,,
,,,,0.0,,,,,,,,,,,
,,,,20.0,,,,,,,,,,,
,,,,0.0,,,,,,,,,,,
,,,,,20.0,,,,,,,,,,
,,,,,0.0,,,,,,,,,,
,,,,,,45.0,,,,,,,,,
,,,,,,0.0,,,,,,,,,
,,,,,,,45.0,,,,,,,,
,,,,,,,0.0,,,,,,,,
,,,,,,,46.0,,,,,,,,
,,,,,,,0.0,,,,,,,,
,,,,,,,,45.0,,,,,,,
,,,,,,,,0.0,,,,,,,
,,,,,,,,46.0,,,,,,,
,,,,,,,,0.0,,,,,,,
,,,,,,,,47.0,,,,,,,
,,,,,,,,0.0,,,,,,,
,,,,,,,,,45.0,,,,,,
,,,,,,,,,0.0,,,,,,
,,,,,,,,,46.0,,,,,,
,,,,,,,,,0.0,,,,,,
,,,,,,,,,47.0,,,,,,
,,,,,,,,,0.0,,,,,,
,,,,,,,,,48.0,,,,,,
,,,,,,,,,0.0,,,,,,
,,,,,,,,,,46.0,,,,,
,,,,,,,,,,0.0,,,,,
,,,,,,,,,,47.0,,,,,
,,,,,,,,,,0.0,,,,,
,,,,,,,,,,48.0,,,,,
,,,,,,,,,,0.0,,,,,
,,,,,,,,,,,47.0,,,,
,,,,,,,,,,,0.0,,,,
,,,,,,,,,,,48.0,,,,
,,,,,,,,,,,0.0,,,,
,,,,,,,,,,,,48.0,,,
,,,,,,,,,,,,0.0,,,
,,,,,,,,,,,,,93.0,,
,,,,,,,,,,,,,0.0,,
,,,,,,,,,,,,,,93.0,
,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,94.0,
,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,,93.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,94.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,95.0
,,,,,,,,,,,,,,,0.0
